"","id","author","title","date","Status","reviewer","Light-Neurocognition","Water-Neurocognition","Air-Neurocognition","Land-Neurocognition","Biota-Neurocognition","Interaction & Perception-Neurocognition","Built Environment-Neurocognition","Chemical Hazards-Neurocognition","Meteorological-Neurocognition","Geological-Neurocognition","Light-Neurodevelopment","Water-Neurodevelopment","Air-Neurodevelopment","Land-Neurodevelopment","Biota-Neurodevelopment","Interaction & Perception-Neurodevelopment","Built Environment-Neurodevelopment","Chemical Hazards-Neurodevelopment","Meteorological-Neurodevelopment","Geological-Neurodevelopment","Light-Personality & Identity","Water-Personality & Identity","Air-Personality & Identity","Land-Personality & Identity","Biota-Personality & Identity","Interaction & Perception-Personality & Identity","Built Environment-Personality & Identity","Chemical Hazards-Personality & Identity","Meteorological-Personality & Identity","Geological-Personality & Identity","Light-Reality Connection","Water-Reality Connection","Air-Reality Connection","Land-Reality Connection","Biota-Reality Connection","Interaction & Perception-Reality Connection","Built Environment-Reality Connection","Chemical Hazards-Reality Connection","Meteorological-Reality Connection","Geological-Reality Connection","Light-Social & Behavioral","Water-Social & Behavioral","Air-Social & Behavioral","Land-Social & Behavioral","Biota-Social & Behavioral","Interaction & Perception-Social & Behavioral","Built Environment-Social & Behavioral","Chemical Hazards-Social & Behavioral","Meteorological-Social & Behavioral","Geological-Social & Behavioral","Light-Mind-Body Relationship","Water-Mind-Body Relationship","Air-Mind-Body Relationship","Land-Mind-Body Relationship","Biota-Mind-Body Relationship","Interaction & Perception-Mind-Body Relationship","Built Environment-Mind-Body Relationship","Chemical Hazards-Mind-Body Relationship","Meteorological-Mind-Body Relationship","Geological-Mind-Body Relationship","Light-Stress & Resilience","Water-Stress & Resilience","Air-Stress & Resilience","Land-Stress & Resilience","Biota-Stress & Resilience","Interaction & Perception-Stress & Resilience","Built Environment-Stress & Resilience","Chemical Hazards-Stress & Resilience","Meteorological-Stress & Resilience","Geological-Stress & Resilience","Light-Affect","Water-Affect","Air-Affect","Land-Affect","Biota-Affect","Interaction & Perception-Affect","Built Environment-Affect","Chemical Hazards-Affect","Meteorological-Affect","Geological-Affect","continent1","subregion1","country1","continent2","subregion2","country2","continent3","subregion3","country3","Urban","Rural","Women","Men","In-utero (unborn)","Children and Adolescents (under 18)","Older adults (65+)","Pregnant persons","Low-income","High-income","Outdoor workers","Indoor workers","Unhoused","Non-literate","Indigenous","Migrant","Racial/ethnic minority/minoritized population","Other marginalized population","Other (please note)","General/non-specified","other","ej","Flagship paper","General doubts","exclusion","notes","matrix_cell","pop_list"
"436",4974,"Ohly 2016","Attention Restoration Theory: A systematic review of the attention restoration potential of exposure to natural environments","2023-08-13","IP Address","Lars","Off","Off","Off","On","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Air-Neurocognition, Interaction & Perception-Neurocognition","General/non-specified"
"437",4976,"Guski 2017","WHO environmental noise guidelines for the European region: A systematic review on environmental noise and annoyance","2023-08-15","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","On","Off","Off","Off","Europe",NA,NA,"Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Biota-Affect, Interaction & Perception-Affect","General/non-specified"
"438",4978,"Soga 2017","Gardening is beneficial for health: A meta-analysis","2023-07-25","IP Address","Lars","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Land-Neurocognition, Land-Social & Behavioral, Land-Mind-Body Relationship, Land-Stress & Resilience, Land-Affect","General/non-specified"
"439",4983,"Cimino 2017","Effects of neonicotinoid pesticide exposure on human health: A systematic review","2023-08-14","IP Address","Elise","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Built Environment-Neurocognition, Built Environment-Neurodevelopment","General/non-specified"
"440",4986,"Clifford 2016","Exposure to air pollution and cognitive functioning across the life course - A systematic literature review","2023-07-17","IP Address","Breanna","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In-utero (unborn)","Children and Adolescents (under 18)","Older adults (65+)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Water-Neurocognition, Water-Neurodevelopment","In-utero (unborn), Children and Adolescents (under 18), Older adults (65+)"
"441",4993,"Willhite 2014","Systematic review of potential health risks posed by pharmaceutical, occupational and consumer exposures to metallic and nanoscale aluminum, aluminum oxides, aluminum hydroxide and its soluble salts","2023-07-11","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Built Environment-Neurocognition, Built Environment-Neurodevelopment, Built Environment-Social & Behavioral","General/non-specified"
"442",5026,"Rappazzo 2017","Exposure to perfluorinated alkyl substances and health outcomes in children: A systematic review of the epidemiologic literature","2023-08-14","IP Address","Elise","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Built Environment-Neurocognition, Built Environment-Neurodevelopment","Children and Adolescents (under 18)"
"443",5033,"vanMaanen 2016","The effects of light therapy on sleep problems: A systematic review and meta-analysis","2023-07-14","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Geological-Social & Behavioral","General/non-specified"
"444",5037,"Ejaredar 2015","Phthalate exposure and childrens neurodevelopment: A systematic review","2023-08-17","IP Address","Breanna","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In-utero (unborn)","Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Built Environment-Neurodevelopment, Built Environment-Social & Behavioral","In-utero (unborn), Children and Adolescents (under 18)"
"445",5038,"McCormick 2017","Does Access to Green Space Impact the Mental Well-being of Children: A Systematic Review","2023-07-12","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Air-Neurodevelopment, Air-Mind-Body Relationship, Air-Stress & Resilience, Air-Affect","Children and Adolescents (under 18)"
"446",5051,"Kabisch 2017","The health benefits of nature-based solutions to urbanization challenges for children and the elderly – A systematic review","2023-08-24","IP Address","Mariana","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Children and Adolescents (under 18)","Older adults (65+)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,"Environmental justice is mentioned as an area where more research is needed, but is not a focus of this review","Biota-Neurodevelopment, Biota-Stress & Resilience","Children and Adolescents (under 18), Older adults (65+)"
"447",5087,"Cicero 2017","Metals and neurodegenerative diseases. A systematic review","2023-07-19","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Built Environment-Neurocognition","General/non-specified"
"448",5089,"Lam 2017","Developmental pbde exposure and IQ/ADHD in childhood: A systematic review and meta-analysis","2023-07-11","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In-utero (unborn)","Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Built Environment-Neurocognition, Built Environment-Neurodevelopment","In-utero (unborn), Children and Adolescents (under 18)"
"449",5098,"Whear 2014","What Is the Impact of Using Outdoor Spaces Such as Gardens on the Physical and Mental Well-Being of Those With Dementia? A Systematic Review of Quantitative and Qualitative Evidence","2023-07-17","IP Address","Mariana","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Older adults (65+)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Biota-Neurodevelopment, Interaction & Perception-Neurodevelopment","Older adults (65+)"
"450",5101,"Geoffroy 2014","Seasonality and bipolar disorder: A systematic review, from admission rates to seasonality of symptoms","2023-08-17","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Chemical Hazards-Affect","General/non-specified"
"451",5110,"Sánchez-Santed 2016","Organophosphate pesticide exposure and neurodegeneration","2023-08-28","IP Address","Elise","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,"Good example paper for organophosphate pesticieds and epidemiological relations to alzheimers, parkinson's disease, and ALS","Built Environment-Neurocognition","General/non-specified"
"452",5114,"Kim 2014","Health consequences of exposure to brominated flame retardants: A systematic review","2023-08-12","IP Address","Kelechi","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Built Environment-Neurocognition, Built Environment-Neurodevelopment","Children and Adolescents (under 18)"
"453",5141,"Muñoz-Quezada 2016","Chronic exposure to organophosphate (OP) pesticides and neuropsychological functioning in farm workers: a review","2023-07-16","IP Address","Kelechi","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural",NA,NA,NA,NA,NA,NA,NA,NA,"Outdoor workers",NA,NA,NA,NA,NA,NA,NA,"Other (please note)",NA,"Over 18","No",NA,NA,NA,NA,"Built Environment-Neurocognition","Rural, Outdoor workers, Other (please note)"
"454",5145,"Purewal 2017","Companion animals and child/adolescent development: A systematic review of the evidence","2023-08-28","IP Address","Hannah","Off","Off","Off","Off","On","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","On","Off","Off","Off","Off","Off","Off","Off","Off","On","On","Off","Off","Off","Off","Off","Off","Off","Off","On","On","Off","Off","Off","Off","Off","Off","Off","Off","On","On","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Land-Neurocognition, Biota-Neurocognition, Land-Social & Behavioral, Biota-Social & Behavioral, Land-Mind-Body Relationship, Biota-Mind-Body Relationship, Land-Stress & Resilience, Biota-Stress & Resilience, Land-Affect, Biota-Affect","Children and Adolescents (under 18)"
"455",5149,"Dzhambov 2014","Urban green spaces′ effectiveness as a psychological buffer for the negative health impact of noise pollution: A systematic review","2023-08-29","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,"General doubts",NA,"I included this, but wanted to run by you anyway: The study focuses on the psychological buffering of green space against noise annoyance. A indirect influence of the environmental input on the mental outcome, correct?","Air-Affect","General/non-specified"
"456",5167,"Stansfeld 2015","Noise effects on health in the context of air pollution exposure","2023-07-10","IP Address","Elise","Off","Off","On","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,"3 paragraphs reviewing adult/youth studies","Water-Neurocognition, Biota-Neurocognition","General/non-specified"
"457",5174,"Al-Karawi 2016","Bright light therapy for nonseasonal depression: Meta-analysis of clinical trials","2023-07-07","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Geological-Stress & Resilience","General/non-specified"
"458",5178,"Brown 2017","WHO environmental noise guidelines for the European region: A systematic review of transport noise interventions and their impacts on health","2023-08-07","IP Address","Lars","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Biota-Neurocognition, Biota-Mind-Body Relationship","General/non-specified"
"459",5200,"Besser 2017","Neighborhood Environment and Cognition in Older Adults: A Systematic Review","2023-08-03","IP Address","Nora","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Americas","Northern America","United States of America","Europe","Western Europe","Netherlands",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Older adults (65+)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,"Interaction & Perception-Neurocognition","Older adults (65+)"
"460",5203,"Vins 2015","The mental health outcomes of drought: A systematic review and causal process diagram","2023-08-21","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Chemical Hazards-Mind-Body Relationship, Chemical Hazards-Stress & Resilience, Chemical Hazards-Affect","General/non-specified"
"461",5205,"ClausHenn 2014","Chemical mixtures and children's health","2023-07-07","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Children and Adolescents (under 18)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Built Environment-Neurocognition, Built Environment-Neurodevelopment, Built Environment-Social & Behavioral","Children and Adolescents (under 18)"
"462",5206,"Bonde 2016","Risk of depressive disorder following disasters and military deployment: Systematic review with meta-analysis","2023-07-21","IP Address","Lars","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On","On",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General/non-specified",NA,"No",NA,NA,NA,NA,"Chemical Hazards-Affect, Meteorological-Affect","General/non-specified"
